aperture_scale_factor,bias_level,category,cue_pos_id,cue_x_px,cue_y_px,drift_retry_limit,image_id,image_path,iti_s,max_drift_time_s,mini_block,part,polygon_case,polygon_id,polygon_json_path,stimulus_duration_s,trial_in_block,trial_type,trial_uid
1987,,Sketch,grid_23,2880,1080,1,B_Sketch_083,data/raw/stimuli/CAT2000/Sketch/083.jpg,0.5,10.0,3,B,pair_C1_bbc_vs_chc_icc,pair_C1_01,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_01.json,4.0,27,image,B_MB03_T105
1987,,Sketch,grid_31,960,1620,1,B_Sketch_045,data/raw/stimuli/CAT2000/Sketch/045.jpg,0.5,10.0,3,B,iso_bbc,iso_bbc_03,data/raw/stimuli/polygons/iso_bbc_03.json,4.0,28,image,B_MB03_T106
1987,,Fractal,grid_32,1920,1620,1,B_Fractal_107,data/raw/stimuli/CAT2000/Fractal/107.jpg,0.5,10.0,3,B,iso_chc,iso_chc_02,data/raw/stimuli/polygons/iso_chc_02.json,4.0,29,image,B_MB03_T107
1987,,OutdoorNatural,grid_33,2880,1620,1,B_OutdoorNatural_061,data/raw/stimuli/CAT2000/OutdoorNatural/061.jpg,0.5,10.0,3,B,iso_chc,iso_chc_02,data/raw/stimuli/polygons/iso_chc_02.json,4.0,30,image,B_MB03_T108
1987,,,grid_11,960,540,1,,,0.5,10.0,3,B,iso_bbc,iso_bbc_02,data/raw/stimuli/polygons/iso_bbc_02.json,4.0,31,empty,B_MB03_T109
1987,,Satelite,grid_12,1920,540,1,B_Satelite_003,data/raw/stimuli/CAT2000/Satelite/003.jpg,0.5,10.0,3,B,pair_C1_bbc_vs_chc_icc,pair_C1_03,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_03.json,4.0,32,image,B_MB03_T110
1987,,Satelite,grid_13,2880,540,1,B_Satelite_117,data/raw/stimuli/CAT2000/Satelite/117.jpg,0.5,10.0,3,B,pair_C3_icc_vs_chc_bbc,pair_C3_02,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_02.json,4.0,33,image,B_MB03_T111
1987,,Fractal,grid_21,960,1080,1,B_Fractal_029,data/raw/stimuli/CAT2000/Fractal/029.jpg,0.5,10.0,3,B,pair_C2_chc_vs_bbc_icc,pair_C2_02,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_02.json,4.0,34,image,B_MB03_T112
1987,,Random,grid_22,1920,1080,1,B_Random_123,data/raw/stimuli/CAT2000/Random/123.jpg,0.5,10.0,3,B,pair_C1_bbc_vs_chc_icc,pair_C1_03,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_03.json,4.0,35,image,B_MB03_T113
1987,,Fractal,grid_23,2880,1080,1,B_Fractal_143,data/raw/stimuli/CAT2000/Fractal/143.jpg,0.5,10.0,3,B,iso_chc,iso_chc_03,data/raw/stimuli/polygons/iso_chc_03.json,4.0,36,image,B_MB03_T114
1987,,Object,grid_31,960,1620,1,B_Object_049,data/raw/stimuli/CAT2000/Object/049.jpg,0.5,10.0,3,B,pair_C3_icc_vs_chc_bbc,pair_C3_02,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_02.json,4.0,37,image,B_MB03_T115
1987,,Sketch,grid_32,1920,1620,1,B_Sketch_175,data/raw/stimuli/CAT2000/Sketch/175.jpg,0.5,10.0,3,B,iso_chc,iso_chc_03,data/raw/stimuli/polygons/iso_chc_03.json,4.0,38,image,B_MB03_T116
1987,,Fractal,grid_33,2880,1620,1,B_Fractal_191,data/raw/stimuli/CAT2000/Fractal/191.jpg,0.5,10.0,3,B,iso_com,iso_com_03,data/raw/stimuli/polygons/iso_com_03.json,4.0,39,image,B_MB03_T117
1987,,OutdoorNatural,grid_11,960,540,1,B_OutdoorNatural_121,data/raw/stimuli/CAT2000/OutdoorNatural/121.jpg,0.5,10.0,4,B,iso_com,iso_com_02,data/raw/stimuli/polygons/iso_com_02.json,4.0,1,image,B_MB04_T118
1987,,Object,grid_12,1920,540,1,B_Object_037,data/raw/stimuli/CAT2000/Object/037.jpg,0.5,10.0,4,B,iso_icc,iso_icc_03,data/raw/stimuli/polygons/iso_icc_03.json,4.0,2,image,B_MB04_T119
1987,,Fractal,grid_13,2880,540,1,B_Fractal_165,data/raw/stimuli/CAT2000/Fractal/165.jpg,0.5,10.0,4,B,baseline_asymmetric,baseline_asym_01,data/raw/stimuli/polygons/baseline_asymmetric_consolidated.json,4.0,3,image,B_MB04_T120
1987,,Object,grid_21,960,1080,1,B_Object_181,data/raw/stimuli/CAT2000/Object/181.jpg,0.5,10.0,4,B,allfar_concave,allfar_concave_01,data/raw/stimuli/polygons/allfar_concave.json,4.0,4,image,B_MB04_T121
1987,,Sketch,grid_22,1920,1080,1,B_Sketch_143,data/raw/stimuli/CAT2000/Sketch/143.jpg,0.5,10.0,4,B,pair_C3_icc_vs_chc_bbc,pair_C3_03,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_03.json,4.0,5,image,B_MB04_T122
1987,,Object,grid_23,2880,1080,1,B_Object_119,data/raw/stimuli/CAT2000/Object/119.jpg,0.5,10.0,4,B,baseline_asymmetric,baseline_asym_01,data/raw/stimuli/polygons/baseline_asymmetric_consolidated.json,4.0,6,image,B_MB04_T123
1987,,OutdoorNatural,grid_31,960,1620,1,B_OutdoorNatural_097,data/raw/stimuli/CAT2000/OutdoorNatural/097.jpg,0.5,10.0,4,B,pair_C3_icc_vs_chc_bbc,pair_C3_02,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_02.json,4.0,7,image,B_MB04_T124
1987,,Sketch,grid_32,1920,1620,1,B_Sketch_183,data/raw/stimuli/CAT2000/Sketch/183.jpg,0.5,10.0,4,B,iso_com,iso_com_03,data/raw/stimuli/polygons/iso_com_03.json,4.0,8,image,B_MB04_T125
1987,,Object,grid_33,2880,1620,1,B_Object_111,data/raw/stimuli/CAT2000/Object/111.jpg,0.5,10.0,4,B,baseline_rectangle,baseline_rect_01,data/raw/stimuli/polygons/baseline_rectangle.json,4.0,9,image,B_MB04_T126
1987,,Satelite,grid_11,960,540,1,B_Satelite_015,data/raw/stimuli/CAT2000/Satelite/015.jpg,0.5,10.0,4,B,pair_C3_icc_vs_chc_bbc,pair_C3_02,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_02.json,4.0,10,image,B_MB04_T127
1987,,Object,grid_12,1920,540,1,B_Object_027,data/raw/stimuli/CAT2000/Object/027.jpg,0.5,10.0,4,B,pair_C3_icc_vs_chc_bbc,pair_C3_01,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_01.json,4.0,11,image,B_MB04_T128
1987,,OutdoorNatural,grid_13,2880,540,1,B_OutdoorNatural_045,data/raw/stimuli/CAT2000/OutdoorNatural/045.jpg,0.5,10.0,4,B,baseline_rectangle,baseline_rect_01,data/raw/stimuli/polygons/baseline_rectangle.json,4.0,12,image,B_MB04_T129
1987,,Object,grid_21,960,1080,1,B_Object_199,data/raw/stimuli/CAT2000/Object/199.jpg,0.5,10.0,4,B,pair_C1_bbc_vs_chc_icc,pair_C1_03,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_03.json,4.0,13,image,B_MB04_T130
1987,,Satelite,grid_22,1920,1080,1,B_Satelite_153,data/raw/stimuli/CAT2000/Satelite/153.jpg,0.5,10.0,4,B,pair_C2_chc_vs_bbc_icc,pair_C2_03,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_03.json,4.0,14,image,B_MB04_T131
1987,,Satelite,grid_23,2880,1080,1,B_Satelite_181,data/raw/stimuli/CAT2000/Satelite/181.jpg,0.5,10.0,4,B,pair_C2_chc_vs_bbc_icc,pair_C2_02,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_02.json,4.0,15,image,B_MB04_T132
1987,,Sketch,grid_31,960,1620,1,B_Sketch_179,data/raw/stimuli/CAT2000/Sketch/179.jpg,0.5,10.0,4,B,iso_icc,iso_icc_03,data/raw/stimuli/polygons/iso_icc_03.json,4.0,16,image,B_MB04_T133
1987,,,grid_32,1920,1620,1,,,0.5,10.0,4,B,iso_com,iso_com_02,data/raw/stimuli/polygons/iso_com_02.json,4.0,17,empty,B_MB04_T134
1987,,Random,grid_33,2880,1620,1,B_Random_139,data/raw/stimuli/CAT2000/Random/139.jpg,0.5,10.0,4,B,pair_C2_chc_vs_bbc_icc,pair_C2_03,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_03.json,4.0,18,image,B_MB04_T135
1987,,Random,grid_11,960,540,1,B_Random_145,data/raw/stimuli/CAT2000/Random/145.jpg,0.5,10.0,4,B,iso_bbc,iso_bbc_02,data/raw/stimuli/polygons/iso_bbc_02.json,4.0,19,image,B_MB04_T136
1987,,Satelite,grid_12,1920,540,1,B_Satelite_143,data/raw/stimuli/CAT2000/Satelite/143.jpg,0.5,10.0,4,B,pair_C2_chc_vs_bbc_icc,pair_C2_01,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_01.json,4.0,20,image,B_MB04_T137
1987,,Fractal,grid_13,2880,540,1,B_Fractal_039,data/raw/stimuli/CAT2000/Fractal/039.jpg,0.5,10.0,4,B,baseline_asymmetric,baseline_asym_01,data/raw/stimuli/polygons/baseline_asymmetric_consolidated.json,4.0,21,image,B_MB04_T138
1987,,Sketch,grid_21,960,1080,1,B_Sketch_159,data/raw/stimuli/CAT2000/Sketch/159.jpg,0.5,10.0,4,B,iso_chc,iso_chc_02,data/raw/stimuli/polygons/iso_chc_02.json,4.0,22,image,B_MB04_T139
1987,,OutdoorNatural,grid_22,1920,1080,1,B_OutdoorNatural_079,data/raw/stimuli/CAT2000/OutdoorNatural/079.jpg,0.5,10.0,4,B,pair_C3_icc_vs_chc_bbc,pair_C3_02,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_02.json,4.0,23,image,B_MB04_T140
1987,,Random,grid_23,2880,1080,1,B_Random_125,data/raw/stimuli/CAT2000/Random/125.jpg,0.5,10.0,4,B,allfar_convex,allfar_convex_01,data/raw/stimuli/polygons/allfar_convex.json,4.0,24,image,B_MB04_T141
1987,,Satelite,grid_31,960,1620,1,B_Satelite_007,data/raw/stimuli/CAT2000/Satelite/007.jpg,0.5,10.0,4,B,iso_com,iso_com_01,data/raw/stimuli/polygons/iso_com_01.json,4.0,25,image,B_MB04_T142
1987,,Fractal,grid_32,1920,1620,1,B_Fractal_085,data/raw/stimuli/CAT2000/Fractal/085.jpg,0.5,10.0,4,B,pair_C2_chc_vs_bbc_icc,pair_C2_03,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_03.json,4.0,26,image,B_MB04_T143
1987,,Satelite,grid_33,2880,1620,1,B_Satelite_085,data/raw/stimuli/CAT2000/Satelite/085.jpg,0.5,10.0,4,B,baseline_asymmetric,baseline_asym_01,data/raw/stimuli/polygons/baseline_asymmetric_consolidated.json,4.0,27,image,B_MB04_T144
1987,,,grid_11,960,540,1,,,0.5,10.0,4,B,iso_chc,iso_chc_03,data/raw/stimuli/polygons/iso_chc_03.json,4.0,28,empty,B_MB04_T145
1987,,Fractal,grid_12,1920,540,1,B_Fractal_155,data/raw/stimuli/CAT2000/Fractal/155.jpg,0.5,10.0,4,B,iso_bbc,iso_bbc_01,data/raw/stimuli/polygons/iso_bbc_01.json,4.0,29,image,B_MB04_T146
1987,,Random,grid_13,2880,540,1,B_Random_183,data/raw/stimuli/CAT2000/Random/183.jpg,0.5,10.0,4,B,baseline_rectangle,baseline_rect_01,data/raw/stimuli/polygons/baseline_rectangle.json,4.0,30,image,B_MB04_T147
1987,,Sketch,grid_21,960,1080,1,B_Sketch_089,data/raw/stimuli/CAT2000/Sketch/089.jpg,0.5,10.0,4,B,pair_C3_icc_vs_chc_bbc,pair_C3_01,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_01.json,4.0,31,image,B_MB04_T148
1987,,Sketch,grid_22,1920,1080,1,B_Sketch_195,data/raw/stimuli/CAT2000/Sketch/195.jpg,0.5,10.0,4,B,allfar_concave,allfar_concave_01,data/raw/stimuli/polygons/allfar_concave.json,4.0,32,image,B_MB04_T149
1987,,,grid_23,2880,1080,1,,,0.5,10.0,4,B,pair_C1_bbc_vs_chc_icc,pair_C1_02,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_02.json,4.0,33,empty,B_MB04_T150
1987,,Object,grid_31,960,1620,1,B_Object_187,data/raw/stimuli/CAT2000/Object/187.jpg,0.5,10.0,4,B,iso_chc,iso_chc_02,data/raw/stimuli/polygons/iso_chc_02.json,4.0,34,image,B_MB04_T151
1987,,Object,grid_32,1920,1620,1,B_Object_057,data/raw/stimuli/CAT2000/Object/057.jpg,0.5,10.0,4,B,iso_chc,iso_chc_03,data/raw/stimuli/polygons/iso_chc_03.json,4.0,35,image,B_MB04_T152
1987,,Sketch,grid_33,2880,1620,1,B_Sketch_053,data/raw/stimuli/CAT2000/Sketch/053.jpg,0.5,10.0,4,B,iso_chc,iso_chc_01,data/raw/stimuli/polygons/iso_chc_01.json,4.0,36,image,B_MB04_T153
1987,,Sketch,grid_11,960,540,1,B_Sketch_189,data/raw/stimuli/CAT2000/Sketch/189.jpg,0.5,10.0,4,B,allfar_intermediate,allfar_intermediate_01,data/raw/stimuli/polygons/allfar_intermediate.json,4.0,37,image,B_MB04_T154
1987,,Satelite,grid_12,1920,540,1,B_Satelite_145,data/raw/stimuli/CAT2000/Satelite/145.jpg,0.5,10.0,4,B,iso_com,iso_com_01,data/raw/stimuli/polygons/iso_com_01.json,4.0,38,image,B_MB04_T155
1987,,Object,grid_13,2880,540,1,B_Object_087,data/raw/stimuli/CAT2000/Object/087.jpg,0.5,10.0,4,B,allfar_intermediate,allfar_intermediate_01,data/raw/stimuli/polygons/allfar_intermediate.json,4.0,39,image,B_MB04_T156
1987,,,grid_21,960,1080,1,,,0.5,10.0,5,B,allfar_convex,allfar_convex_01,data/raw/stimuli/polygons/allfar_convex.json,4.0,1,empty,B_MB05_T157
1987,,OutdoorNatural,grid_22,1920,1080,1,B_OutdoorNatural_053,data/raw/stimuli/CAT2000/OutdoorNatural/053.jpg,0.5,10.0,5,B,allfar_intermediate,allfar_intermediate_01,data/raw/stimuli/polygons/allfar_intermediate.json,4.0,2,image,B_MB05_T158
1987,,Object,grid_23,2880,1080,1,B_Object_127,data/raw/stimuli/CAT2000/Object/127.jpg,0.5,10.0,5,B,pair_C1_bbc_vs_chc_icc,pair_C1_02,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_02.json,4.0,3,image,B_MB05_T159
1987,,Object,grid_31,960,1620,1,B_Object_029,data/raw/stimuli/CAT2000/Object/029.jpg,0.5,10.0,5,B,iso_com,iso_com_03,data/raw/stimuli/polygons/iso_com_03.json,4.0,4,image,B_MB05_T160
1987,,Satelite,grid_32,1920,1620,1,B_Satelite_185,data/raw/stimuli/CAT2000/Satelite/185.jpg,0.5,10.0,5,B,allfar_intermediate,allfar_intermediate_01,data/raw/stimuli/polygons/allfar_intermediate.json,4.0,5,image,B_MB05_T161
1987,,Satelite,grid_33,2880,1620,1,B_Satelite_157,data/raw/stimuli/CAT2000/Satelite/157.jpg,0.5,10.0,5,B,iso_chc,iso_chc_02,data/raw/stimuli/polygons/iso_chc_02.json,4.0,6,image,B_MB05_T162
1987,,Fractal,grid_11,960,540,1,B_Fractal_057,data/raw/stimuli/CAT2000/Fractal/057.jpg,0.5,10.0,5,B,pair_C1_bbc_vs_chc_icc,pair_C1_02,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_02.json,4.0,7,image,B_MB05_T163
1987,,Fractal,grid_12,1920,540,1,B_Fractal_035,data/raw/stimuli/CAT2000/Fractal/035.jpg,0.5,10.0,5,B,pair_C1_bbc_vs_chc_icc,pair_C1_02,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_02.json,4.0,8,image,B_MB05_T164
1987,,Random,grid_13,2880,540,1,B_Random_103,data/raw/stimuli/CAT2000/Random/103.jpg,0.5,10.0,5,B,iso_bbc,iso_bbc_03,data/raw/stimuli/polygons/iso_bbc_03.json,4.0,9,image,B_MB05_T165
1987,,Fractal,grid_21,960,1080,1,B_Fractal_169,data/raw/stimuli/CAT2000/Fractal/169.jpg,0.5,10.0,5,B,iso_bbc,iso_bbc_01,data/raw/stimuli/polygons/iso_bbc_01.json,4.0,10,image,B_MB05_T166
1987,,Object,grid_22,1920,1080,1,B_Object_065,data/raw/stimuli/CAT2000/Object/065.jpg,0.5,10.0,5,B,baseline_symmetric,baseline_sym_01,data/raw/stimuli/polygons/baseline_symmetric_consolidated.json,4.0,11,image,B_MB05_T167
1987,,Sketch,grid_23,2880,1080,1,B_Sketch_073,data/raw/stimuli/CAT2000/Sketch/073.jpg,0.5,10.0,5,B,iso_chc,iso_chc_02,data/raw/stimuli/polygons/iso_chc_02.json,4.0,12,image,B_MB05_T168
1987,,OutdoorNatural,grid_31,960,1620,1,B_OutdoorNatural_095,data/raw/stimuli/CAT2000/OutdoorNatural/095.jpg,0.5,10.0,5,B,pair_C3_icc_vs_chc_bbc,pair_C3_01,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_01.json,4.0,13,image,B_MB05_T169
1987,,Satelite,grid_32,1920,1620,1,B_Satelite_193,data/raw/stimuli/CAT2000/Satelite/193.jpg,0.5,10.0,5,B,iso_chc,iso_chc_01,data/raw/stimuli/polygons/iso_chc_01.json,4.0,14,image,B_MB05_T170
1987,,Satelite,grid_33,2880,1620,1,B_Satelite_019,data/raw/stimuli/CAT2000/Satelite/019.jpg,0.5,10.0,5,B,pair_C1_bbc_vs_chc_icc,pair_C1_02,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_02.json,4.0,15,image,B_MB05_T171
1987,,Fractal,grid_11,960,540,1,B_Fractal_001,data/raw/stimuli/CAT2000/Fractal/001.jpg,0.5,10.0,5,B,iso_com,iso_com_03,data/raw/stimuli/polygons/iso_com_03.json,4.0,16,image,B_MB05_T172
1987,,Fractal,grid_12,1920,540,1,B_Fractal_023,data/raw/stimuli/CAT2000/Fractal/023.jpg,0.5,10.0,5,B,iso_icc,iso_icc_03,data/raw/stimuli/polygons/iso_icc_03.json,4.0,17,image,B_MB05_T173
1987,,Random,grid_13,2880,540,1,B_Random_133,data/raw/stimuli/CAT2000/Random/133.jpg,0.5,10.0,5,B,iso_chc,iso_chc_01,data/raw/stimuli/polygons/iso_chc_01.json,4.0,18,image,B_MB05_T174
1987,,Fractal,grid_21,960,1080,1,B_Fractal_077,data/raw/stimuli/CAT2000/Fractal/077.jpg,0.5,10.0,5,B,allfar_concave,allfar_concave_01,data/raw/stimuli/polygons/allfar_concave.json,4.0,19,image,B_MB05_T175
1987,,Random,grid_22,1920,1080,1,B_Random_101,data/raw/stimuli/CAT2000/Random/101.jpg,0.5,10.0,5,B,baseline_asymmetric,baseline_asym_01,data/raw/stimuli/polygons/baseline_asymmetric_consolidated.json,4.0,20,image,B_MB05_T176
1987,,OutdoorNatural,grid_23,2880,1080,1,B_OutdoorNatural_063,data/raw/stimuli/CAT2000/OutdoorNatural/063.jpg,0.5,10.0,5,B,pair_C1_bbc_vs_chc_icc,pair_C1_03,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_03.json,4.0,21,image,B_MB05_T177
1987,,,grid_31,960,1620,1,,,0.5,10.0,5,B,iso_chc,iso_chc_02,data/raw/stimuli/polygons/iso_chc_02.json,4.0,22,empty,B_MB05_T178
1987,,Fractal,grid_32,1920,1620,1,B_Fractal_129,data/raw/stimuli/CAT2000/Fractal/129.jpg,0.5,10.0,5,B,iso_bbc,iso_bbc_02,data/raw/stimuli/polygons/iso_bbc_02.json,4.0,23,image,B_MB05_T179
1987,,Sketch,grid_33,2880,1620,1,B_Sketch_031,data/raw/stimuli/CAT2000/Sketch/031.jpg,0.5,10.0,5,B,pair_C2_chc_vs_bbc_icc,pair_C2_02,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_02.json,4.0,24,image,B_MB05_T180
1987,,Random,grid_11,960,540,1,B_Random_077,data/raw/stimuli/CAT2000/Random/077.jpg,0.5,10.0,5,B,baseline_symmetric,baseline_sym_01,data/raw/stimuli/polygons/baseline_symmetric_consolidated.json,4.0,25,image,B_MB05_T181
1987,,Satelite,grid_12,1920,540,1,B_Satelite_027,data/raw/stimuli/CAT2000/Satelite/027.jpg,0.5,10.0,5,B,iso_chc,iso_chc_02,data/raw/stimuli/polygons/iso_chc_02.json,4.0,26,image,B_MB05_T182
1987,,Random,grid_13,2880,540,1,B_Random_073,data/raw/stimuli/CAT2000/Random/073.jpg,0.5,10.0,5,B,allfar_concave,allfar_concave_01,data/raw/stimuli/polygons/allfar_concave.json,4.0,27,image,B_MB05_T183
1987,,Sketch,grid_21,960,1080,1,B_Sketch_119,data/raw/stimuli/CAT2000/Sketch/119.jpg,0.5,10.0,5,B,iso_com,iso_com_03,data/raw/stimuli/polygons/iso_com_03.json,4.0,28,image,B_MB05_T184
1987,,Object,grid_22,1920,1080,1,B_Object_123,data/raw/stimuli/CAT2000/Object/123.jpg,0.5,10.0,5,B,pair_C3_icc_vs_chc_bbc,pair_C3_02,data/raw/stimuli/polygons/pair_com_icc_vs_chc_bbc_02.json,4.0,29,image,B_MB05_T185
1987,,,grid_23,2880,1080,1,,,0.5,10.0,5,B,baseline_symmetric,baseline_sym_01,data/raw/stimuli/polygons/baseline_symmetric_consolidated.json,4.0,30,empty,B_MB05_T186
1987,,OutdoorNatural,grid_31,960,1620,1,B_OutdoorNatural_057,data/raw/stimuli/CAT2000/OutdoorNatural/057.jpg,0.5,10.0,5,B,pair_C1_bbc_vs_chc_icc,pair_C1_03,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_03.json,4.0,31,image,B_MB05_T187
1987,,Object,grid_32,1920,1620,1,B_Object_195,data/raw/stimuli/CAT2000/Object/195.jpg,0.5,10.0,5,B,iso_bbc,iso_bbc_02,data/raw/stimuli/polygons/iso_bbc_02.json,4.0,32,image,B_MB05_T188
1987,,Fractal,grid_33,2880,1620,1,B_Fractal_045,data/raw/stimuli/CAT2000/Fractal/045.jpg,0.5,10.0,5,B,allfar_intermediate,allfar_intermediate_01,data/raw/stimuli/polygons/allfar_intermediate.json,4.0,33,image,B_MB05_T189
1987,,Satelite,grid_11,960,540,1,B_Satelite_135,data/raw/stimuli/CAT2000/Satelite/135.jpg,0.5,10.0,5,B,baseline_symmetric,baseline_sym_01,data/raw/stimuli/polygons/baseline_symmetric_consolidated.json,4.0,34,image,B_MB05_T190
1987,,Random,grid_12,1920,540,1,B_Random_173,data/raw/stimuli/CAT2000/Random/173.jpg,0.5,10.0,5,B,iso_icc,iso_icc_01,data/raw/stimuli/polygons/iso_icc_01.json,4.0,35,image,B_MB05_T191
1987,,OutdoorNatural,grid_13,2880,540,1,B_OutdoorNatural_085,data/raw/stimuli/CAT2000/OutdoorNatural/085.jpg,0.5,10.0,5,B,iso_bbc,iso_bbc_01,data/raw/stimuli/polygons/iso_bbc_01.json,4.0,36,image,B_MB05_T192
1987,,Fractal,grid_21,960,1080,1,B_Fractal_009,data/raw/stimuli/CAT2000/Fractal/009.jpg,0.5,10.0,5,B,iso_icc,iso_icc_01,data/raw/stimuli/polygons/iso_icc_01.json,4.0,37,image,B_MB05_T193
1987,,OutdoorNatural,grid_22,1920,1080,1,B_OutdoorNatural_033,data/raw/stimuli/CAT2000/OutdoorNatural/033.jpg,0.5,10.0,5,B,iso_com,iso_com_03,data/raw/stimuli/polygons/iso_com_03.json,4.0,38,image,B_MB05_T194
1987,,Object,grid_23,2880,1080,1,B_Object_157,data/raw/stimuli/CAT2000/Object/157.jpg,0.5,10.0,5,B,allfar_convex,allfar_convex_01,data/raw/stimuli/polygons/allfar_convex.json,4.0,39,image,B_MB05_T195
1987,,Fractal,grid_31,960,1620,1,B_Fractal_195,data/raw/stimuli/CAT2000/Fractal/195.jpg,0.5,10.0,6,B,iso_icc,iso_icc_01,data/raw/stimuli/polygons/iso_icc_01.json,4.0,1,image,B_MB06_T196
1987,,Satelite,grid_32,1920,1620,1,B_Satelite_101,data/raw/stimuli/CAT2000/Satelite/101.jpg,0.5,10.0,6,B,allfar_concave,allfar_concave_01,data/raw/stimuli/polygons/allfar_concave.json,4.0,2,image,B_MB06_T197
1987,,OutdoorNatural,grid_33,2880,1620,1,B_OutdoorNatural_139,data/raw/stimuli/CAT2000/OutdoorNatural/139.jpg,0.5,10.0,6,B,iso_com,iso_com_03,data/raw/stimuli/polygons/iso_com_03.json,4.0,3,image,B_MB06_T198
1987,,,grid_11,960,540,1,,,0.5,10.0,6,B,pair_C2_chc_vs_bbc_icc,pair_C2_01,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_01.json,4.0,4,empty,B_MB06_T199
1987,,Satelite,grid_12,1920,540,1,B_Satelite_105,data/raw/stimuli/CAT2000/Satelite/105.jpg,0.5,10.0,6,B,iso_chc,iso_chc_01,data/raw/stimuli/polygons/iso_chc_01.json,4.0,5,image,B_MB06_T200
1987,,OutdoorNatural,grid_13,2880,540,1,B_OutdoorNatural_015,data/raw/stimuli/CAT2000/OutdoorNatural/015.jpg,0.5,10.0,6,B,iso_bbc,iso_bbc_03,data/raw/stimuli/polygons/iso_bbc_03.json,4.0,6,image,B_MB06_T201
1987,,Fractal,grid_21,960,1080,1,B_Fractal_137,data/raw/stimuli/CAT2000/Fractal/137.jpg,0.5,10.0,6,B,allfar_convex,allfar_convex_01,data/raw/stimuli/polygons/allfar_convex.json,4.0,7,image,B_MB06_T202
1987,,OutdoorNatural,grid_22,1920,1080,1,B_OutdoorNatural_191,data/raw/stimuli/CAT2000/OutdoorNatural/191.jpg,0.5,10.0,6,B,iso_com,iso_com_02,data/raw/stimuli/polygons/iso_com_02.json,4.0,8,image,B_MB06_T203
1987,,Object,grid_23,2880,1080,1,B_Object_137,data/raw/stimuli/CAT2000/Object/137.jpg,0.5,10.0,6,B,iso_icc,iso_icc_01,data/raw/stimuli/polygons/iso_icc_01.json,4.0,9,image,B_MB06_T204
1987,,Object,grid_31,960,1620,1,B_Object_041,data/raw/stimuli/CAT2000/Object/041.jpg,0.5,10.0,6,B,iso_com,iso_com_02,data/raw/stimuli/polygons/iso_com_02.json,4.0,10,image,B_MB06_T205
1987,,Fractal,grid_32,1920,1620,1,B_Fractal_151,data/raw/stimuli/CAT2000/Fractal/151.jpg,0.5,10.0,6,B,iso_icc,iso_icc_02,data/raw/stimuli/polygons/iso_icc_02.json,4.0,11,image,B_MB06_T206
1987,,Object,grid_33,2880,1620,1,B_Object_053,data/raw/stimuli/CAT2000/Object/053.jpg,0.5,10.0,6,B,pair_C2_chc_vs_bbc_icc,pair_C2_03,data/raw/stimuli/polygons/pair_com_chc_vs_bbc_icc_03.json,4.0,12,image,B_MB06_T207
1987,,Sketch,grid_11,960,540,1,B_Sketch_097,data/raw/stimuli/CAT2000/Sketch/097.jpg,0.5,10.0,6,B,iso_bbc,iso_bbc_03,data/raw/stimuli/polygons/iso_bbc_03.json,4.0,13,image,B_MB06_T208
1987,,Random,grid_12,1920,540,1,B_Random_061,data/raw/stimuli/CAT2000/Random/061.jpg,0.5,10.0,6,B,iso_bbc,iso_bbc_03,data/raw/stimuli/polygons/iso_bbc_03.json,4.0,14,image,B_MB06_T209
1987,,Satelite,grid_13,2880,540,1,B_Satelite_029,data/raw/stimuli/CAT2000/Satelite/029.jpg,0.5,10.0,6,B,pair_C1_bbc_vs_chc_icc,pair_C1_03,data/raw/stimuli/polygons/pair_com_bbc_vs_chc_icc_03.json,4.0,15,image,B_MB06_T210
